0912001100	0913001100	0914001100	0915001100	0916001100	0917001100	0918001100	
0912002200	0913002200	0914002200	0915002200	0916002200	0917002200	0918002200	
0912003300	0913003300	0914003300	0915003300	0916003300	0917003300	0918003300	
0912004400	0913004400	0914004400	0915004400	0916004400	0917004400	0918004400	
0912006600	0913006600	0914006600	0915006600	0916006600	0917006600	0918006600	
0912007700	0913007700	0914007700	0915007700	0916007700	0917007700	0918007700	
0912008800	0913008800	0914008800	0915008800	0916008800	0917008800	0918008800	
0912009900	0913009900	0914009900	0915009900	0916009900	0917009900	0918009900	
0912010010	0913010010	0914010010	0915010010	0916010010	0917010010	0918010010	
0912011110	0913011110	0914011110	0915011110	0916011110	0917011110	0918011110	
0912012210	0913012210	0914012210	0915012210	0916012210	0917012210	0918012210	
0912013310	0913013310	0914013310	0915013310	0916013310	0917013310	0918013310	
0912015510	0913015510	0914015510	0915015510	0916015510	0917015510	0918015510	
0912016610	0913016610	0914016610	0915016610	0916016610	0917016610	0918016610	
0912017710	0913017710	0914017710	0915017710	0916017710	0917017710	0918017710	
0912018810	0913018810	0914018810	0915018810	0916018810	0917018810	0918018810	
0912020020	0913020020	0914020020	0915020020	0916020020	0917020020	0918020020	
0912021120	0913021120	0914021120	0915021120	0916021120	0917021120	0918021120	
0912022220	0913022220	0914022220	0915022220	0916022220	0917022220	0918022220	
0912024420	0913024420	0914024420	0915024420	0916024420	0917024420	0918024420	
0912025520	0913025520	0914025520	0915025520	0916025520	0917025520	0918025520	
0912026620	0913026620	0914026620	0915026620	0916026620	0917026620	0918026620	
0912027720	0913027720	0914027720	0915027720	0916027720	0917027720	0918027720	
0912029920	0913029920	0914029920	0915029920	0916029920	0917029920	0918029920	
0912030030	0913030030	0914030030	0915030030	0916030030	0917030030	0918030030	
0912031130	0913031130	0914031130	0915031130	0916031130	0917031130	0918031130	
0912033330	0913033330	0914033330	0915033330	0916033330	0917033330	0918033330	
0912034430	0913034430	0914034430	0915034430	0916034430	0917034430	0918034430	
0912035530	0913035530	0914035530	0915035530	0916035530	0917035530	0918035530	
0912036630	0913036630	0914036630	0915036630	0916036630	0917036630	0918036630	
0912038830	0913038830	0914038830	0915038830	0916038830	0917038830	0918038830	
0912039930	0913039930	0914039930	0915039930	0916039930	0917039930	0918039930	
0912040040	0913040040	0914040040	0915040040	0916040040	0917040040	0918040040	
0912042240	0913042240	0914042240	0915042240	0916042240	0917042240	0918042240	
0912043340	0913043340	0914043340	0915043340	0916043340	0917043340	0918043340	
0912044440	0913044440	0914044440	0915044440	0916044440	0917044440	0918044440	
0912045540	0913045540	0914045540	0915045540	0916045540	0917045540	0918045540	
0912047740	0913047740	0914047740	0915047740	0916047740	0917047740	0918047740	
0912048840	0913048840	0914048840	0915048840	0916048840	0917048840	0918048840	
0912049940	0913049940	0914049940	0915049940	0916049940	0917049940	0918049940	
0912051150	0913051150	0914051150	0915051150	0916051150	0917051150	0918051150	
0912052250	0913052250	0914052250	0915052250	0916052250	0917052250	0918052250	
0912053350	0913053350	0914053350	0915053350	0916053350	0917053350	0918053350	
0912054450	0913054450	0914054450	0915054450	0916054450	0917054450	0918054450	
0912056650	0913056650	0914056650	0915056650	0916056650	0917056650	0918056650	
0912057750	0913057750	0914057750	0915057750	0916057750	0917057750	0918057750	
0912058850	0913058850	0914058850	0915058850	0916058850	0917058850	0918058850	
0912059950	0913059950	0914059950	0915059950	0916059950	0917059950	0918059950	
0912060060	0913060060	0914060060	0915060060	0916060060	0917060060	0918060060	
0912061160	0913061160	0914061160	0915061160	0916061160	0917061160	0918061160	
0912062260	0913062260	0914062260	0915062260	0916062260	0917062260	0918062260	
0912063360	0913063360	0914063360	0915063360	0916063360	0917063360	0918063360	
0912065560	0913065560	0914065560	0915065560	0916065560	0917065560	0918065560	
0912066660	0913066660	0914066660	0915066660	0916066660	0917066660	0918066660	
0912067760	0913067760	0914067760	0915067760	0916067760	0917067760	0918067760	
0912068860	0913068860	0914068860	0915068860	0916068860	0917068860	0918068860	
0912070070	0913070070	0914070070	0915070070	0916070070	0917070070	0918070070	
0912071170	0913071170	0914071170	0915071170	0916071170	0917071170	0918071170	
0912072270	0913072270	0914072270	0915072270	0916072270	0917072270	0918072270	
0912074470	0913074470	0914074470	0915074470	0916074470	0917074470	0918074470	
0912075570	0913075570	0914075570	0915075570	0916075570	0917075570	0918075570	
0912076670	0913076670	0914076670	0915076670	0916076670	0917076670	0918076670	
0912077770	0913077770	0914077770	0915077770	0916077770	0917077770	0918077770	
0912079970	0913079970	0914079970	0915079970	0916079970	0917079970	0918079970	
0912080080	0913080080	0914080080	0915080080	0916080080	0917080080	0918080080	
0912081180	0913081180	0914081180	0915081180	0916081180	0917081180	0918081180	
0912083380	0913083380	0914083380	0915083380	0916083380	0917083380	0918083380	
0912084480	0913084480	0914084480	0915084480	0916084480	0917084480	0918084480	
0912085580	0913085580	0914085580	0915085580	0916085580	0917085580	0918085580	
0912086680	0913086680	0914086680	0915086680	0916086680	0917086680	0918086680	
0912088880	0913088880	0914088880	0915088880	0916088880	0917088880	0918088880	
0912089980	0913089980	0914089980	0915089980	0916089980	0917089980	0918089980	
0912090090	0913090090	0914090090	0915090090	0916090090	0917090090	0918090090	
0912092290	0913092290	0914092290	0915092290	0916092290	0917092290	0918092290	
0912093390	0913093390	0914093390	0915093390	0916093390	0917093390	0918093390	
0912094490	0913094490	0914094490	0915094490	0916094490	0917094490	0918094490	
0912095590	0913095590	0914095590	0915095590	0916095590	0917095590	0918095590	
0912097790	0913097790	0914097790	0915097790	0916097790	0917097790	0918097790	
0912098890	0913098890	0914098890	0915098890	0916098890	0917098890	0918098890	
0912099990	0913099990	0914099990	0915099990	0916099990	0917099990	0918099990	
0912100001	0913100001	0914100001	0915100001	0916100001	0917100001	0918100001	
0912101101	0913101101	0914101101	0915101101	0916101101	0917101101	0918101101	
0912102201	0913102201	0914102201	0915102201	0916102201	0917102201	0918102201	
0912103301	0913103301	0914103301	0915103301	0916103301	0917103301	0918103301	
0912105501	0913105501	0914105501	0915105501	0916105501	0917105501	0918105501	
0912106601	0913106601	0914106601	0915106601	0916106601	0917106601	0918106601	
0912107701	0913107701	0914107701	0915107701	0916107701	0917107701	0918107701	
0912108801	0913108801	0914108801	0915108801	0916108801	0917108801	0918108801	
0912110011	0913110011	0914110011	0915110011	0916110011	0917110011	0918110011	
0912111111	0913111111	0914111111	0915111111	0916111111	0917111111	0918111111	
0912112211	0913112211	0914112211	0915112211	0916112211	0917112211	0918112211	
0912114411	0913114411	0914114411	0915114411	0916114411	0917114411	0918114411	
0912115511	0913115511	0914115511	0915115511	0916115511	0917115511	0918115511	
0912116611	0913116611	0914116611	0915116611	0916116611	0917116611	0918116611	
0912117711	0913117711	0914117711	0915117711	0916117711	0917117711	0918117711	
0912119911	0913119911	0914119911	0915119911	0916119911	0917119911	0918119911	
0912120021	0913120021	0914120021	0915120021	0916120021	0917120021	0918120021	
0912121121	0913121121	0914121121	0915121121	0916121121	0917121121	0918121121	
0912123321	0913123321	0914123321	0915123321	0916123321	0917123321	0918123321	
0912124421	0913124421	0914124421	0915124421	0916124421	0917124421	0918124421	
0912125521	0913125521	0914125521	0915125521	0916125521	0917125521	0918125521	
0912126621	0913126621	0914126621	0915126621	0916126621	0917126621	0918126621	
0912128821	0913128821	0914128821	0915128821	0916128821	0917128821	0918128821	
0912129921	0913129921	0914129921	0915129921	0916129921	0917129921	0918129921	
0912130031	0913130031	0914130031	0915130031	0916130031	0917130031	0918130031	
0912132231	0913132231	0914132231	0915132231	0916132231	0917132231	0918132231	
0912133331	0913133331	0914133331	0915133331	0916133331	0917133331	0918133331	
0912134431	0913134431	0914134431	0915134431	0916134431	0917134431	0918134431	
0912135531	0913135531	0914135531	0915135531	0916135531	0917135531	0918135531	
0912137731	0913137731	0914137731	0915137731	0916137731	0917137731	0918137731	
